transcript_ID,module
BraA03g008550.3C,none
BraA03g008570.3C,black
BraA03g008580.3C,grey
BraA03g008590.3C,none
BraA03g008600.3C,none
BraA03g008630.3C,darkred
BraA03g008650.3C,none
BraA03g008700.3C,none
BraA03g008710.3C,none
BraA03g008720.3C,pink
BraA03g008730.3C,cyan
BraA03g008750.3C,grey
BraA03g008760.3C,yellow
BraA03g008840.3C,none
BraA03g008910.3C,none
BraA03g008930.3C,blue
BraA03g008940.3C,none
BraA03g008950.3C,blue
BraA03g008970.3C,grey
BraA03g008990.3C,red
BraA03g009000.3C,turquoise
BraA03g009010.3C,none
BraA03g009020.3C,none
BraA03g009030.3C,turquoise
BraA03g009040.3C,none
BraA03g009050.3C,none
BraA03g009060.3C,turquoise
BraA03g009070.3C,none
BraA03g009080.3C,none
BraA03g009090.3C,none
BraA03g009100.3C,grey60
BraA03g009120.3C,none
BraA03g009130.3C,none
BraA03g009140.3C,none
BraA03g009180.3C,none
BraA03g009190.3C,none
BraA03g009200.3C,none
BraA03g009210.3C,grey
BraA03g009220.3C,none
BraA03g009230.3C,none
BraA03g009250.3C,none
BraA03g009290.3C,pink
BraA03g009300.3C,none
BraA03g009330.3C,turquoise
BraA03g009350.3C,none
BraA03g009360.3C,none
BraA03g009370.3C,black
BraA03g009390.3C,none
BraA03g009400.3C,none
BraA03g009410.3C,royalblue
BraA03g009420.3C,none
BraA03g009430.3C,blue
BraA03g009450.3C,turquoise
BraA03g009460.3C,none
BraA03g009470.3C,yellow
BraA03g009490.3C,none
BraA03g009500.3C,none
BraA03g009510.3C,none
BraA03g009560.3C,brown
BraA03g009570.3C,none
BraA03g009590.3C,none
BraA03g009600.3C,green
BraA03g009610.3C,none
BraA03g009650.3C,none
BraA03g009670.3C,brown
BraA03g009690.3C,none
BraA03g009700.3C,none
BraA03g009760.3C,none
BraA03g009800.3C,pink
BraA03g009830.3C,none
BraA03g009840.3C,none
BraA03g009870.3C,grey
BraA03g009880.3C,pink
BraA03g009890.3C,none
BraA03g009900.3C,magenta
BraA03g009910.3C,none
BraA03g009940.3C,blue
BraA03g009950.3C,blue
BraA03g009960.3C,none
BraA03g009970.3C,grey
BraA03g009980.3C,purple
BraA03g009990.3C,none
BraA03g010010.3C,none
BraA03g010060.3C,none
BraA03g010070.3C,none
BraA03g010090.3C,none
BraA03g010100.3C,none
BraA03g010110.3C,none
BraA03g010120.3C,none
BraA03g010130.3C,none
BraA03g010140.3C,yellow
BraA03g010150.3C,none
BraA03g010220.3C,grey
BraA03g010240.3C,none
BraA03g010260.3C,turquoise
BraA03g010290.3C,none
BraA03g010300.3C,green
BraA03g010310.3C,none
BraA03g010340.3C,none
BraA03g010350.3C,none
BraA03g010370.3C,none
BraA03g010380.3C,none
BraA03g010410.3C,none
BraA03g010420.3C,none
BraA03g010430.3C,none
BraA03g010450.3C,midnightblue
BraA03g010460.3C,none
BraA03g010480.3C,purple
BraA03g010490.3C,darkturquoise
BraA03g010520.3C,none
BraA03g010620.3C,none
BraA03g010630.3C,darkred
BraA03g010640.3C,turquoise
BraA03g010690.3C,turquoise
BraA03g010700.3C,darkred
BraA03g010740.3C,none
BraA03g010750.3C,turquoise
BraA03g010790.3C,magenta
BraA03g010860.3C,none
BraA03g010880.3C,yellow
BraA03g010890.3C,midnightblue
BraA03g010910.3C,none
BraA03g010920.3C,none
BraA03g010960.3C,none
BraA03g010980.3C,none
BraA03g011000.3C,blue
BraA03g011010.3C,none
BraA03g011020.3C,darkred
BraA03g011030.3C,red
BraA03g011050.3C,none
BraA03g011060.3C,none
BraA03g011070.3C,none
BraA03g011080.3C,none
BraA03g011090.3C,none
BraA03g011110.3C,purple
BraA03g011140.3C,grey
BraA03g011150.3C,none
BraA03g011160.3C,none
BraA03g011170.3C,turquoise
BraA03g011180.3C,orange
BraA03g011190.3C,none
BraA03g011200.3C,none
BraA03g011290.3C,none
BraA03g011330.3C,none
BraA03g011340.3C,blue
BraA03g011400.3C,none
BraA03g011440.3C,green
BraA03g011490.3C,turquoise
BraA03g011520.3C,magenta
BraA03g011560.3C,none
BraA03g011570.3C,none
BraA03g011580.3C,none
BraA03g011590.3C,yellow
BraA03g011610.3C,brown
BraA03g011630.3C,tan
BraA03g011650.3C,brown
BraA03g011660.3C,none
BraA03g011690.3C,none
BraA03g011700.3C,lightcyan
BraA03g011730.3C,turquoise
BraA03g011740.3C,grey
BraA03g011820.3C,turquoise
BraA03g011830.3C,none
BraA03g011840.3C,none
BraA03g011850.3C,none
BraA03g011890.3C,none
BraA03g011900.3C,none
BraA03g011930.3C,blue
BraA03g011950.3C,blue
BraA03g011960.3C,none
BraA03g011970.3C,none
BraA03g011980.3C,none
BraA03g012010.3C,none
BraA03g012030.3C,turquoise
BraA03g012040.3C,tan
BraA03g012050.3C,brown
BraA03g012060.3C,none
BraA03g012090.3C,none
BraA03g012100.3C,none
BraA03g012120.3C,none
BraA03g012130.3C,none
BraA03g012140.3C,midnightblue
BraA03g012160.3C,none
BraA03g012180.3C,turquoise
BraA03g012190.3C,grey
BraA03g012290.3C,turquoise
BraA03g012310.3C,purple
BraA03g012320.3C,cyan
BraA03g012340.3C,turquoise
BraA03g012350.3C,none
BraA03g012360.3C,blue
BraA03g012370.3C,turquoise
BraA03g012390.3C,turquoise
BraA03g012400.3C,none
BraA03g012410.3C,black
BraA03g012420.3C,none
BraA03g012440.3C,none
BraA03g012470.3C,none
BraA03g012480.3C,blue
BraA03g012500.3C,none
BraA03g012510.3C,none
BraA03g012540.3C,blue
BraA03g012560.3C,none
BraA03g012570.3C,none
BraA03g012580.3C,grey
BraA03g012590.3C,midnightblue
BraA03g012610.3C,none
BraA03g012660.3C,turquoise
BraA03g012720.3C,green
BraA03g012730.3C,none
BraA03g012750.3C,purple
BraA03g012780.3C,brown
BraA03g012800.3C,none
BraA03g012810.3C,green
BraA03g012820.3C,none
BraA03g012840.3C,none
BraA03g012850.3C,black
BraA03g012870.3C,yellow
BraA03g012880.3C,blue
BraA03g012900.3C,grey
BraA03g012950.3C,none
BraA03g012970.3C,none
BraA03g012980.3C,midnightblue
BraA03g012990.3C,none
BraA03g013000.3C,none
BraA03g013010.3C,none
BraA03g013030.3C,red
BraA03g013040.3C,none
BraA03g013050.3C,royalblue
BraA03g013070.3C,none
BraA03g013080.3C,none
BraA03g013100.3C,none
BraA03g013120.3C,none
BraA03g013130.3C,none
BraA03g013140.3C,none
BraA03g013160.3C,brown
BraA03g013170.3C,none
BraA03g013180.3C,none
BraA03g013200.3C,none
BraA03g013210.3C,none
BraA03g013220.3C,yellow
BraA03g013230.3C,none
BraA03g013250.3C,none
BraA03g013260.3C,grey
BraA03g013290.3C,none
BraA03g013310.3C,none
BraA03g013320.3C,none
BraA03g013340.3C,none
BraA03g013350.3C,none
BraA03g013370.3C,blue
BraA03g013380.3C,darkgreen
BraA03g013400.3C,none
BraA03g013460.3C,none
BraA03g013520.3C,none
BraA03g013530.3C,grey
BraA03g013540.3C,none
BraA03g013580.3C,tan
BraA03g013590.3C,none
BraA03g013610.3C,turquoise
BraA03g013620.3C,tan
BraA03g013650.3C,turquoise
BraA03g013660.3C,royalblue
BraA03g013670.3C,lightgreen
BraA03g013680.3C,blue
BraA03g013730.3C,yellow
BraA03g013740.3C,cyan
BraA03g013750.3C,green
BraA03g013760.3C,none
BraA03g013800.3C,blue
BraA03g013810.3C,grey
BraA03g013850.3C,purple
BraA03g013870.3C,magenta
BraA03g013900.3C,yellow
BraA03g013910.3C,none
BraA03g013920.3C,grey
BraA03g013970.3C,none
BraA03g013980.3C,turquoise
BraA03g013990.3C,turquoise
BraA03g014010.3C,none
BraA03g014030.3C,grey60
BraA03g014050.3C,none
BraA03g014070.3C,red
BraA03g014080.3C,none
BraA03g014100.3C,magenta
BraA03g014130.3C,blue
BraA03g014300.3C,greenyellow
BraA03g014320.3C,magenta
BraA03g014330.3C,none
BraA03g014370.3C,turquoise
BraA03g014380.3C,turquoise
BraA03g014440.3C,none
BraA03g014470.3C,none
BraA03g014480.3C,brown
BraA03g014490.3C,none
BraA03g014510.3C,none
BraA03g014520.3C,none
BraA03g014530.3C,brown
BraA03g014550.3C,none
BraA03g014570.3C,turquoise
BraA03g014600.3C,none
BraA03g014630.3C,yellow
BraA03g014670.3C,none
BraA03g014680.3C,none
BraA03g014700.3C,none
BraA03g014740.3C,none
BraA03g014750.3C,green
BraA03g014790.3C,none
BraA03g014800.3C,blue
BraA03g014810.3C,none
BraA03g014830.3C,none
BraA03g014850.3C,none
BraA03g014860.3C,none
BraA03g014870.3C,brown
BraA03g014880.3C,turquoise
BraA03g014930.3C,none
BraA03g014940.3C,turquoise
BraA03g015050.3C,greenyellow
BraA03g015080.3C,none
BraA03g015110.3C,cyan
BraA03g015140.3C,none
BraA03g015150.3C,none
BraA03g015180.3C,none
BraA03g015210.3C,none
BraA03g015280.3C,brown
BraA03g015300.3C,none
BraA03g015320.3C,none
BraA03g015340.3C,none
BraA03g015350.3C,none
BraA03g015370.3C,none
BraA03g015380.3C,turquoise
BraA03g015390.3C,none
BraA03g015400.3C,none
BraA03g015420.3C,yellow
BraA03g015460.3C,turquoise
BraA03g015480.3C,magenta
BraA03g015490.3C,none
BraA03g015500.3C,none
BraA03g015510.3C,none
BraA03g015520.3C,none
BraA03g015570.3C,grey
BraA03g015580.3C,grey
BraA03g015590.3C,grey
BraA03g015600.3C,grey
BraA03g015610.3C,none
BraA03g015650.3C,magenta
BraA03g015670.3C,none
BraA03g015680.3C,none
BraA03g015690.3C,none
BraA03g015730.3C,grey
BraA03g015750.3C,none
BraA03g015760.3C,none
BraA03g015780.3C,none
BraA03g015790.3C,none
BraA03g015810.3C,none
BraA03g015820.3C,none
BraA03g015830.3C,brown
BraA03g015840.3C,grey
BraA03g015860.3C,none
BraA03g015880.3C,none
BraA03g015890.3C,yellow
BraA03g015910.3C,turquoise
BraA03g015920.3C,grey60
BraA03g015930.3C,tan
BraA03g015970.3C,grey
BraA03g015980.3C,pink
BraA03g015990.3C,none
BraA03g016000.3C,none
BraA03g016030.3C,none
BraA03g016110.3C,none
BraA03g016120.3C,lightcyan
BraA03g016140.3C,none
BraA03g016160.3C,tan
BraA03g016170.3C,none
BraA03g016200.3C,blue
BraA03g016240.3C,none
BraA03g016250.3C,brown
BraA03g016260.3C,none
BraA03g016270.3C,brown
BraA03g016280.3C,turquoise
BraA03g016300.3C,none
BraA03g016330.3C,black
BraA03g016340.3C,none
BraA03g016380.3C,none
BraA03g016420.3C,none
BraA03g016430.3C,none
BraA03g016460.3C,blue
BraA03g016470.3C,none
BraA03g016490.3C,none
BraA03g016500.3C,none
BraA03g016560.3C,grey
BraA03g016590.3C,brown
BraA03g016610.3C,none
BraA03g016620.3C,none
BraA03g016660.3C,turquoise
BraA03g016670.3C,none
BraA03g016690.3C,none
BraA03g016710.3C,none
BraA03g016750.3C,none
BraA03g016760.3C,none
BraA03g016800.3C,none
BraA03g016820.3C,salmon
BraA03g016840.3C,yellow
BraA03g016870.3C,none
BraA03g016880.3C,none
BraA03g016890.3C,turquoise
BraA03g016910.3C,yellow
BraA03g016940.3C,none
BraA03g016950.3C,greenyellow
BraA03g016960.3C,none
BraA03g016980.3C,greenyellow
BraA03g016990.3C,none
BraA03g017000.3C,none
BraA03g017010.3C,none
BraA03g017030.3C,none
BraA03g017040.3C,none
BraA03g017070.3C,none
BraA03g017090.3C,none
BraA03g017110.3C,none
BraA03g017130.3C,none
BraA03g017140.3C,turquoise
BraA03g017150.3C,none
BraA03g017180.3C,none
BraA03g017220.3C,none
BraA03g017270.3C,none
BraA03g017280.3C,brown
BraA03g017290.3C,blue
BraA03g017300.3C,none
BraA03g017320.3C,grey
BraA03g017350.3C,blue
BraA03g017360.3C,brown
BraA03g017390.3C,none
BraA03g017470.3C,none
BraA03g017480.3C,none
BraA03g017490.3C,none
BraA03g017510.3C,none
BraA03g017520.3C,magenta
BraA03g017540.3C,none
BraA03g017570.3C,none
BraA03g017590.3C,none
BraA03g017600.3C,none
BraA03g017640.3C,none
BraA03g017680.3C,none
BraA03g017720.3C,lightgreen
BraA03g017730.3C,none
BraA03g017760.3C,none
BraA03g017790.3C,none
BraA03g017800.3C,magenta
BraA03g017810.3C,brown
BraA03g017820.3C,none
BraA03g017830.3C,none
BraA03g017840.3C,none
BraA03g017900.3C,red
BraA03g017910.3C,midnightblue
BraA03g017950.3C,cyan
BraA03g017960.3C,turquoise
BraA03g017970.3C,grey
BraA03g018010.3C,none
BraA03g018020.3C,none
BraA03g018040.3C,none
BraA03g018070.3C,none
BraA03g018090.3C,none
BraA03g018100.3C,turquoise
BraA03g018110.3C,none
BraA03g018130.3C,none
BraA03g018140.3C,none
BraA03g018150.3C,none
BraA03g018160.3C,grey
BraA03g018180.3C,none
BraA03g018200.3C,none
BraA03g018250.3C,none
BraA03g018280.3C,grey
BraA03g018290.3C,none
BraA03g018300.3C,none
BraA03g018310.3C,none
BraA03g018320.3C,darkturquoise
BraA03g018330.3C,none
BraA03g018380.3C,grey
BraA03g018390.3C,none
BraA03g018400.3C,black
BraA03g018410.3C,midnightblue
BraA03g018430.3C,turquoise
BraA03g018510.3C,none
BraA03g018520.3C,none
BraA03g018540.3C,turquoise
BraA03g018570.3C,purple
BraA03g018580.3C,purple
BraA03g018590.3C,none
BraA03g018600.3C,blue
BraA03g018640.3C,salmon
BraA03g018660.3C,turquoise
BraA03g018680.3C,none
BraA03g018710.3C,none
BraA03g018730.3C,none
BraA03g018740.3C,none
BraA03g018790.3C,red
BraA03g018800.3C,none
BraA03g018820.3C,brown
BraA03g018860.3C,turquoise
BraA03g018870.3C,brown
BraA03g018910.3C,turquoise
BraA03g018920.3C,none
BraA03g018930.3C,green
BraA03g018950.3C,none
BraA03g018960.3C,brown
BraA03g018980.3C,green
BraA03g019010.3C,turquoise
BraA03g019020.3C,blue
BraA03g019030.3C,none
BraA03g019040.3C,black
BraA03g019060.3C,none
BraA03g019080.3C,none
BraA03g019100.3C,none
BraA03g019180.3C,none
BraA03g019190.3C,cyan
BraA03g019210.3C,none
BraA03g019220.3C,none
BraA03g019230.3C,yellow
BraA03g019260.3C,none
BraA03g019290.3C,none
BraA03g019300.3C,none
BraA03g019310.3C,none
BraA03g019330.3C,none
BraA03g019340.3C,none
BraA03g019350.3C,red
BraA03g019360.3C,none
BraA03g019370.3C,pink
BraA03g019380.3C,none
BraA03g019400.3C,grey
BraA03g019420.3C,none
BraA03g019430.3C,none
BraA03g019440.3C,none
BraA03g019450.3C,none
BraA03g019460.3C,turquoise
BraA03g019470.3C,none
BraA03g019480.3C,none
BraA03g019500.3C,none
BraA03g019510.3C,black
BraA03g019550.3C,none
BraA03g019570.3C,none
BraA03g019580.3C,none
BraA03g019590.3C,pink
BraA03g019610.3C,none
BraA03g019620.3C,grey
BraA03g019630.3C,brown
BraA03g019640.3C,brown
BraA03g019650.3C,none
BraA03g019660.3C,yellow
BraA03g019670.3C,none
BraA03g019700.3C,none
BraA03g019750.3C,none
BraA03g019760.3C,none
BraA03g019780.3C,magenta
BraA03g019790.3C,tan
BraA03g019800.3C,none
BraA03g019810.3C,turquoise
BraA03g019830.3C,none
BraA03g019840.3C,none
BraA03g019860.3C,none
BraA03g019870.3C,none
BraA03g019880.3C,none
BraA03g019890.3C,green
BraA03g019910.3C,blue
BraA03g019920.3C,grey
BraA03g019930.3C,red
BraA03g019970.3C,none
BraA03g020010.3C,black
BraA03g020020.3C,darkred
BraA03g020030.3C,purple
BraA03g020040.3C,none
BraA03g020050.3C,turquoise
BraA03g020060.3C,none
BraA03g020070.3C,none
BraA03g020090.3C,red
BraA03g020110.3C,none
BraA03g020140.3C,greenyellow
BraA03g020160.3C,black
BraA03g020170.3C,turquoise
BraA03g020190.3C,none
BraA03g020200.3C,yellow
BraA03g020210.3C,none
BraA03g020240.3C,grey60
BraA03g020250.3C,grey
BraA03g020270.3C,darkturquoise
BraA03g020290.3C,pink
BraA03g020300.3C,pink
BraA03g020310.3C,none
BraA03g020340.3C,none
BraA03g020350.3C,yellow
BraA03g020370.3C,none
BraA03g020380.3C,blue
BraA03g020390.3C,turquoise
BraA03g020400.3C,turquoise
BraA03g020430.3C,none
BraA03g020440.3C,grey
BraA03g020460.3C,none
BraA03g020480.3C,red
BraA03g020490.3C,magenta
BraA03g020500.3C,none
BraA03g020520.3C,red
BraA03g020530.3C,lightcyan
BraA03g020590.3C,none
BraA03g020640.3C,none
BraA03g020650.3C,turquoise
BraA03g020660.3C,none
BraA03g020670.3C,orange
BraA03g020690.3C,none
BraA03g020700.3C,none
BraA03g020710.3C,turquoise
BraA03g020720.3C,none
BraA03g020730.3C,blue
BraA03g020740.3C,grey
BraA03g020750.3C,turquoise
BraA03g020760.3C,none
BraA03g020770.3C,none
BraA03g020790.3C,none
BraA03g020830.3C,yellow
BraA03g020850.3C,none
BraA03g020860.3C,none
BraA03g020870.3C,magenta
BraA03g020880.3C,none
BraA03g020890.3C,turquoise
BraA03g020900.3C,yellow
BraA03g020910.3C,none
BraA03g020920.3C,none
BraA03g020940.3C,grey
BraA03g020950.3C,grey
BraA03g020980.3C,yellow
BraA03g020990.3C,none
BraA03g021020.3C,none
BraA03g021070.3C,none
BraA03g021080.3C,turquoise
BraA03g021090.3C,grey
BraA03g021110.3C,none
BraA03g021120.3C,none
BraA03g021130.3C,grey
BraA03g021140.3C,none
BraA03g021150.3C,none
BraA03g021160.3C,none
BraA03g021170.3C,red
BraA03g021180.3C,none
BraA03g021190.3C,darkturquoise
BraA03g021200.3C,cyan
BraA03g021210.3C,none
BraA03g021220.3C,none
BraA03g021230.3C,none
BraA03g021260.3C,grey
BraA03g021280.3C,brown
BraA03g021300.3C,none
BraA03g021370.3C,yellow
BraA03g021400.3C,none
BraA03g021410.3C,none
BraA03g021470.3C,magenta
BraA03g021490.3C,none
BraA03g021520.3C,turquoise
BraA03g021550.3C,none
BraA03g021560.3C,brown
BraA03g021570.3C,none
BraA03g021590.3C,grey
BraA03g021600.3C,none
BraA03g021660.3C,turquoise
BraA03g021670.3C,none
BraA03g021690.3C,grey
BraA03g021710.3C,none
BraA03g021720.3C,tan
BraA03g021740.3C,none
BraA03g021790.3C,brown
BraA03g021800.3C,none
BraA03g021820.3C,turquoise
BraA03g021850.3C,none
BraA03g021860.3C,none
BraA03g021910.3C,turquoise
BraA03g021920.3C,lightcyan
BraA03g021930.3C,none
BraA03g021940.3C,purple
BraA03g021950.3C,grey
BraA03g021960.3C,none
BraA03g021970.3C,brown
BraA03g021980.3C,none
BraA03g021990.3C,none
BraA03g022000.3C,none
BraA03g022020.3C,red
BraA03g022040.3C,none
BraA03g022050.3C,lightyellow
BraA03g022060.3C,none
BraA03g022070.3C,none
BraA03g022080.3C,none
BraA03g022110.3C,none
BraA03g022120.3C,grey
BraA03g022150.3C,turquoise
BraA03g022160.3C,turquoise
BraA03g022170.3C,grey
BraA03g022190.3C,turquoise
BraA03g022200.3C,green
BraA03g022210.3C,grey
BraA03g022270.3C,turquoise
BraA03g022300.3C,none
BraA03g022310.3C,blue
BraA03g022320.3C,none
BraA03g022360.3C,none
BraA03g022370.3C,none
BraA03g022380.3C,turquoise
BraA03g022400.3C,magenta
BraA03g022420.3C,none
BraA03g022440.3C,turquoise
BraA03g022450.3C,none
BraA03g022470.3C,pink
BraA03g022480.3C,none
BraA03g022500.3C,greenyellow
BraA03g022530.3C,none
BraA03g022540.3C,none
BraA03g022560.3C,none
BraA03g022570.3C,greenyellow
BraA03g022580.3C,grey
BraA03g022590.3C,black
BraA03g022600.3C,none
BraA03g022610.3C,none
BraA03g022620.3C,none
BraA03g022630.3C,grey60
BraA03g022640.3C,blue
BraA03g022650.3C,grey
BraA03g022670.3C,none
BraA03g022700.3C,grey
BraA03g022710.3C,turquoise
BraA03g022720.3C,none
BraA03g022730.3C,none
BraA03g022740.3C,none
BraA03g022750.3C,none
BraA03g022770.3C,grey
BraA03g022810.3C,blue
BraA03g022870.3C,tan
BraA03g022890.3C,turquoise
BraA03g022910.3C,lightyellow
BraA03g022920.3C,none
BraA03g022930.3C,none
BraA03g022940.3C,brown
BraA03g022970.3C,none
BraA03g023020.3C,none
BraA03g023050.3C,black
BraA03g023090.3C,grey60
BraA03g023140.3C,none
BraA03g023150.3C,grey
BraA03g023180.3C,none
BraA03g023190.3C,none
BraA03g023200.3C,none
BraA03g023220.3C,lightgreen
BraA03g023230.3C,brown
BraA03g023250.3C,greenyellow
BraA03g023270.3C,none
BraA03g023280.3C,none
BraA03g023310.3C,turquoise
BraA03g023320.3C,none
BraA03g023350.3C,none
BraA03g023370.3C,grey
BraA03g023390.3C,none
BraA03g023400.3C,turquoise
BraA03g023410.3C,yellow
BraA03g023420.3C,blue
BraA03g023430.3C,none
BraA03g023440.3C,none
BraA03g023480.3C,none
BraA03g023490.3C,none
BraA03g023500.3C,green
BraA03g023510.3C,none
BraA03g023520.3C,none
BraA03g023560.3C,none
BraA03g023580.3C,grey
BraA03g023590.3C,yellow
BraA03g023600.3C,none
BraA03g023610.3C,red
BraA03g023640.3C,turquoise
BraA03g023660.3C,turquoise
BraA03g023670.3C,yellow
BraA03g023680.3C,none
BraA03g023690.3C,turquoise
BraA03g023700.3C,grey
BraA03g023710.3C,none
BraA03g023790.3C,brown
BraA03g023800.3C,pink
BraA03g023890.3C,grey
BraA03g023900.3C,none
BraA03g023910.3C,grey
BraA03g023930.3C,none
BraA03g023960.3C,turquoise
BraA03g023990.3C,lightcyan
BraA03g024000.3C,pink
BraA03g024010.3C,turquoise
BraA03g024020.3C,none
BraA03g024030.3C,none
BraA03g024070.3C,none
BraA03g024090.3C,purple
BraA03g024100.3C,grey
BraA03g024110.3C,none
BraA03g024140.3C,blue
BraA03g024150.3C,pink
BraA03g024180.3C,none
BraA03g024210.3C,purple
BraA03g024220.3C,none
BraA03g024230.3C,none
BraA03g024240.3C,black
BraA03g024260.3C,turquoise
BraA03g024270.3C,magenta
BraA03g024340.3C,none
BraA03g024360.3C,none
BraA03g024370.3C,none
BraA03g024390.3C,none
BraA03g024410.3C,none
BraA03g024420.3C,none
BraA03g024430.3C,grey
BraA03g024440.3C,none
BraA03g024450.3C,none
BraA03g024460.3C,grey
BraA03g024470.3C,turquoise
BraA03g024490.3C,none
BraA03g024510.3C,none
BraA03g024520.3C,none
BraA03g024530.3C,none
BraA03g024540.3C,none
BraA03g024550.3C,green
BraA03g024560.3C,none
BraA03g024590.3C,brown
BraA03g024600.3C,none
BraA03g024610.3C,none
BraA03g024620.3C,grey
BraA03g024630.3C,cyan
BraA03g024680.3C,none
BraA03g024690.3C,none
BraA03g024700.3C,none
BraA03g024710.3C,none
BraA03g024730.3C,green
BraA03g024750.3C,pink
BraA03g024780.3C,none
BraA03g024800.3C,none
BraA03g024840.3C,darkturquoise
BraA03g024850.3C,magenta
BraA03g024870.3C,none
BraA03g024890.3C,grey
BraA03g024910.3C,none
BraA03g024930.3C,blue
BraA03g024980.3C,none
BraA03g024990.3C,none
BraA03g025000.3C,none
BraA03g025020.3C,none
BraA03g025040.3C,none
BraA03g025050.3C,salmon
BraA03g025060.3C,blue
BraA03g025090.3C,none
BraA03g025100.3C,none
BraA03g025120.3C,turquoise
BraA03g025160.3C,turquoise
BraA03g025170.3C,green
BraA03g025180.3C,purple
BraA03g025200.3C,none
BraA03g025230.3C,none
BraA03g025240.3C,cyan
BraA03g025250.3C,none
BraA03g025290.3C,none
BraA03g025300.3C,none
BraA03g025330.3C,magenta
BraA03g025340.3C,none
BraA03g025350.3C,brown
BraA03g025370.3C,none
BraA03g025380.3C,none
BraA03g025400.3C,none
BraA03g025410.3C,black
BraA03g025420.3C,turquoise
BraA03g025440.3C,none
BraA03g025450.3C,none
BraA03g025460.3C,greenyellow
BraA03g025470.3C,turquoise
BraA03g025510.3C,blue
BraA03g025520.3C,grey
BraA03g025540.3C,none
BraA03g025550.3C,yellow
BraA03g025560.3C,grey
BraA03g025570.3C,brown
BraA03g025590.3C,midnightblue
BraA03g025600.3C,grey60
BraA03g025610.3C,darkgreen
BraA03g025640.3C,none
BraA03g025650.3C,turquoise
BraA03g025660.3C,none
BraA03g025690.3C,none
BraA03g025710.3C,red
BraA03g025720.3C,brown
BraA03g025750.3C,red
BraA03g025770.3C,grey
BraA03g025780.3C,none
BraA03g025790.3C,none
BraA03g025800.3C,none
BraA03g025810.3C,red
BraA03g025860.3C,blue
BraA03g025870.3C,salmon
BraA03g025880.3C,none
BraA03g025890.3C,none
BraA03g025900.3C,none
BraA03g025960.3C,purple
BraA03g025990.3C,none
BraA03g026000.3C,blue
BraA03g026010.3C,none
BraA03g026030.3C,brown
BraA03g026050.3C,none
BraA03g026060.3C,brown
BraA03g026070.3C,none
BraA03g026080.3C,none
BraA03g026090.3C,none
BraA03g026100.3C,none
BraA03g026150.3C,purple
BraA03g026170.3C,none
BraA03g026180.3C,none
BraA03g026190.3C,royalblue
BraA03g026210.3C,royalblue
BraA03g026220.3C,none
BraA03g026240.3C,none
BraA03g026260.3C,none
BraA03g026270.3C,none
BraA03g026280.3C,none
BraA03g026290.3C,none
BraA03g026300.3C,none
BraA03g026310.3C,none
BraA03g026380.3C,none
BraA03g026390.3C,none
BraA03g026410.3C,none
BraA03g026420.3C,turquoise
BraA03g026430.3C,none
BraA03g026450.3C,brown
BraA03g026470.3C,none
BraA03g026500.3C,none
BraA03g026520.3C,grey60
BraA03g026550.3C,grey
BraA03g026560.3C,none
BraA03g026570.3C,none
BraA03g026580.3C,grey
BraA03g026590.3C,grey
BraA03g026630.3C,grey
BraA03g026640.3C,grey
BraA03g026680.3C,none
BraA03g026690.3C,none
BraA03g026700.3C,none
BraA03g026710.3C,none
BraA03g026730.3C,none
BraA03g026740.3C,turquoise
BraA03g026750.3C,none
BraA03g026760.3C,grey
BraA03g026780.3C,none
BraA03g026790.3C,none
BraA03g026800.3C,royalblue
BraA03g026820.3C,lightgreen
BraA03g026840.3C,grey
BraA03g026850.3C,none
BraA03g026930.3C,none
BraA03g026950.3C,none
BraA03g026960.3C,none
BraA03g026980.3C,none
BraA03g027020.3C,none
BraA03g027030.3C,none
BraA03g027040.3C,none
BraA03g027050.3C,brown
BraA03g027060.3C,none
BraA03g027070.3C,none
BraA03g027080.3C,grey
BraA03g027110.3C,none
BraA03g027120.3C,turquoise
BraA03g027130.3C,none
BraA03g027140.3C,none
BraA03g027150.3C,none
BraA03g027160.3C,orange
BraA03g027240.3C,midnightblue
BraA03g027250.3C,yellow
BraA03g027260.3C,none
BraA03g027290.3C,blue
BraA03g027300.3C,none
BraA03g027310.3C,none
BraA03g027340.3C,none
BraA03g027350.3C,brown
BraA03g027360.3C,none
BraA03g027380.3C,none
BraA03g027410.3C,none
BraA03g027440.3C,none
BraA03g027450.3C,none
BraA03g027470.3C,turquoise
BraA03g027540.3C,none
BraA03g027550.3C,magenta
BraA03g027570.3C,none
BraA03g027580.3C,none
BraA03g027590.3C,greenyellow
BraA03g027600.3C,none
BraA03g027610.3C,black
BraA03g027630.3C,none
BraA03g027650.3C,grey60
BraA03g027780.3C,lightyellow
BraA03g027800.3C,pink
BraA03g027840.3C,none
BraA03g027850.3C,lightcyan
BraA03g027910.3C,none
BraA03g027920.3C,none
BraA03g027960.3C,turquoise
BraA03g027970.3C,none
BraA03g027980.3C,none
BraA03g027990.3C,blue
BraA03g028010.3C,magenta
BraA03g028020.3C,none
BraA03g028030.3C,none
BraA03g028070.3C,none
BraA03g028080.3C,none
BraA03g028090.3C,none
BraA03g028120.3C,grey
BraA03g028140.3C,yellow
BraA03g028260.3C,none
BraA03g028270.3C,blue
BraA03g028320.3C,green
BraA03g028330.3C,salmon
BraA03g028340.3C,none
BraA03g028350.3C,none
BraA03g028380.3C,purple
BraA03g028390.3C,none
