transcript_ID,module
BraA06g038970.3C,none
BraA06g038980.3C,turquoise
BraA06g039000.3C,yellow
BraA06g039010.3C,none
BraA06g039040.3C,magenta
BraA06g039130.3C,black
BraA06g039160.3C,turquoise
BraA06g039170.3C,grey
BraA06g039180.3C,blue
BraA06g039190.3C,none
BraA06g039200.3C,none
BraA06g039210.3C,none
BraA06g039260.3C,grey
BraA06g039270.3C,none
BraA06g039280.3C,none
BraA06g039300.3C,grey
BraA06g039310.3C,blue
BraA06g039320.3C,turquoise
BraA06g039330.3C,turquoise
BraA06g039340.3C,brown
BraA06g039370.3C,turquoise
BraA06g039390.3C,none
BraA06g039410.3C,brown
BraA06g039420.3C,none
BraA06g039430.3C,midnightblue
BraA06g039460.3C,grey
BraA06g039470.3C,lightcyan
BraA06g039500.3C,none
BraA06g039510.3C,turquoise
BraA06g039520.3C,none
BraA06g039550.3C,none
BraA06g039570.3C,none
BraA06g039600.3C,none
BraA06g039610.3C,green
BraA06g039630.3C,none
BraA06g039650.3C,none
BraA06g039660.3C,grey
BraA06g039670.3C,none
BraA06g039680.3C,lightcyan
BraA06g039700.3C,purple
BraA06g039720.3C,none
BraA06g039730.3C,none
BraA06g039740.3C,none
BraA06g039750.3C,none
BraA06g039770.3C,red
BraA06g039780.3C,none
BraA06g039810.3C,blue
BraA06g039830.3C,lightcyan
BraA06g039850.3C,none
BraA06g039860.3C,none
BraA06g039880.3C,none
BraA06g039900.3C,none
BraA06g039910.3C,grey
BraA06g039930.3C,none
BraA06g039940.3C,turquoise
BraA06g039950.3C,none
BraA06g039960.3C,none
BraA06g039970.3C,none
BraA06g040010.3C,none
BraA06g040030.3C,yellow
BraA06g040050.3C,grey
BraA06g040060.3C,none
BraA06g040070.3C,none
BraA06g040090.3C,cyan
BraA06g040110.3C,brown
BraA06g040140.3C,turquoise
BraA06g040150.3C,turquoise
BraA06g040160.3C,yellow
BraA06g040180.3C,none
BraA06g040200.3C,blue
BraA06g040240.3C,none
BraA06g040280.3C,none
BraA06g040290.3C,blue
BraA06g040300.3C,none
BraA06g040310.3C,none
BraA06g040320.3C,none
BraA06g040340.3C,none
BraA06g040380.3C,none
BraA06g040390.3C,none
BraA06g040430.3C,none
BraA06g040460.3C,turquoise
BraA06g040480.3C,none
BraA06g040500.3C,yellow
BraA06g040530.3C,pink
BraA06g040560.3C,grey
BraA06g040570.3C,none
BraA06g040580.3C,none
BraA06g040610.3C,brown
BraA06g040650.3C,brown
BraA06g040670.3C,none
BraA06g040680.3C,none
BraA06g040690.3C,salmon
BraA06g040710.3C,none
BraA06g040720.3C,pink
BraA06g040730.3C,none
BraA06g040740.3C,grey
BraA06g040760.3C,none
BraA06g040780.3C,none
BraA06g040790.3C,none
BraA06g040800.3C,none
BraA06g040820.3C,brown
BraA06g040830.3C,royalblue
BraA06g040840.3C,brown
BraA06g040850.3C,none
BraA06g040870.3C,none
BraA06g040880.3C,green
BraA06g040890.3C,none
BraA06g040900.3C,none
BraA06g040910.3C,none
BraA06g040950.3C,turquoise
BraA06g040960.3C,brown
BraA06g040970.3C,none
BraA06g041010.3C,green
BraA06g041020.3C,pink
BraA06g041040.3C,none
BraA06g041050.3C,none
BraA06g041060.3C,yellow
BraA06g041070.3C,lightyellow
BraA06g041080.3C,none
BraA06g041100.3C,magenta
BraA06g041110.3C,none
BraA06g041130.3C,none
BraA06g041140.3C,grey
BraA06g041150.3C,none
BraA06g041160.3C,none
BraA06g041200.3C,none
BraA06g041210.3C,blue
BraA06g041220.3C,pink
BraA06g041240.3C,none
BraA06g041250.3C,none
BraA06g041260.3C,blue
BraA06g041270.3C,none
BraA06g041300.3C,darkgreen
BraA06g041340.3C,grey
BraA06g041350.3C,blue
BraA06g041360.3C,none
BraA06g041370.3C,none
BraA06g041380.3C,none
BraA06g041390.3C,none
BraA06g041470.3C,none
BraA06g041480.3C,grey
BraA06g041520.3C,turquoise
BraA06g041530.3C,turquoise
BraA06g041560.3C,none
BraA06g041570.3C,none
BraA06g041580.3C,turquoise
BraA06g041590.3C,none
BraA06g041600.3C,none
BraA06g041610.3C,none
BraA06g041650.3C,pink
BraA06g041660.3C,red
BraA06g041690.3C,none
BraA06g041700.3C,none
BraA06g041720.3C,grey
BraA06g041780.3C,none
BraA06g041820.3C,none
BraA06g041830.3C,none
BraA06g041840.3C,brown
BraA06g041850.3C,grey
BraA06g041870.3C,magenta
BraA06g041880.3C,none
BraA06g041890.3C,grey
BraA06g041900.3C,darkgreen
BraA06g041910.3C,none
BraA06g041940.3C,none
BraA06g041950.3C,blue
BraA06g041960.3C,none
BraA06g041970.3C,none
BraA06g041980.3C,none
BraA06g042020.3C,none
BraA06g042030.3C,none
BraA06g042040.3C,none
BraA06g042060.3C,none
BraA06g042110.3C,brown
BraA06g042120.3C,green
BraA06g042130.3C,none
BraA06g042140.3C,none
BraA06g042190.3C,turquoise
BraA06g042270.3C,none
BraA06g042280.3C,lightcyan
BraA06g042290.3C,none
BraA06g042300.3C,turquoise
BraA06g042310.3C,blue
BraA06g042320.3C,none
BraA06g042340.3C,turquoise
BraA06g042350.3C,none
BraA06g042360.3C,none
BraA06g042380.3C,salmon
BraA06g042400.3C,none
BraA06g042410.3C,none
BraA06g042430.3C,none
BraA06g042440.3C,none
BraA06g042450.3C,turquoise
BraA06g042460.3C,green
BraA06g042470.3C,yellow
BraA06g042480.3C,yellow
BraA06g042510.3C,none
BraA06g042520.3C,blue
BraA06g042530.3C,none
BraA06g042550.3C,none
BraA06g042560.3C,none
BraA06g042570.3C,none
BraA06g042590.3C,none
BraA06g042620.3C,none
BraA06g042640.3C,turquoise
BraA06g042650.3C,none
BraA06g042660.3C,none
BraA06g042670.3C,none
BraA06g042680.3C,none
BraA06g042690.3C,none
BraA06g042700.3C,lightcyan
BraA06g042710.3C,blue
BraA06g042720.3C,black
BraA06g042740.3C,red
BraA06g042750.3C,none
BraA06g042770.3C,turquoise
BraA06g042780.3C,none
BraA06g042800.3C,none
BraA06g042810.3C,tan
BraA06g042830.3C,green
BraA06g042880.3C,none
BraA06g042890.3C,none
BraA06g042910.3C,turquoise
BraA06g042930.3C,none
BraA06g042940.3C,none
BraA06g042950.3C,green
BraA06g042960.3C,turquoise
BraA06g042990.3C,brown
BraA06g043010.3C,none
BraA06g043030.3C,grey
BraA06g043040.3C,brown
BraA06g043060.3C,grey
BraA06g043070.3C,none
BraA06g043090.3C,black
BraA06g043100.3C,turquoise
BraA06g043110.3C,turquoise
BraA06g043160.3C,none
BraA06g043180.3C,none
BraA06g043200.3C,none
BraA06g043210.3C,none
BraA06g043230.3C,none
BraA06g043240.3C,none
BraA06g043250.3C,pink
BraA06g043260.3C,none
BraA06g043270.3C,none
BraA06g043310.3C,turquoise
BraA06g043330.3C,blue
BraA06g043340.3C,none
BraA06g043350.3C,none
BraA06g043390.3C,none
BraA06g043400.3C,none
BraA06g043410.3C,none
BraA06g043440.3C,none
BraA06g043450.3C,none
BraA06g043460.3C,none
BraA06g043470.3C,turquoise
BraA06g043480.3C,none
BraA06g043490.3C,turquoise
BraA06g043500.3C,none
BraA06g043540.3C,yellow
BraA06g043550.3C,lightcyan
BraA06g043560.3C,none
BraA06g043580.3C,none
BraA06g043600.3C,none
BraA06g043610.3C,none
BraA06g043620.3C,none
BraA06g043640.3C,pink
BraA06g043670.3C,none
BraA06g043720.3C,brown
BraA06g043730.3C,none
BraA06g043740.3C,brown
BraA06g043750.3C,turquoise
BraA06g043760.3C,blue
BraA06g043770.3C,none
BraA06g043810.3C,none
BraA06g043860.3C,tan
BraA06g043920.3C,none
BraA06g043930.3C,magenta
BraA06g043940.3C,none
BraA06g043950.3C,brown
BraA06g043960.3C,none
BraA06g043980.3C,none
BraA06g043990.3C,none
BraA06g044000.3C,midnightblue
BraA06g044010.3C,none
BraA06g044020.3C,none
BraA06g044040.3C,none
BraA06g044050.3C,blue
BraA06g044060.3C,none
BraA06g044090.3C,none
BraA06g044100.3C,none
BraA06g044110.3C,none
BraA06g044140.3C,none
BraA06g044150.3C,none
BraA06g044160.3C,none
BraA06g044170.3C,none
BraA06g044180.3C,none
BraA06g044190.3C,none
BraA06g044250.3C,none
BraA06g044260.3C,none
BraA06g044280.3C,none
BraA06g044300.3C,none
BraA06g044360.3C,none
BraA06g044370.3C,salmon
BraA06g044390.3C,none
BraA06g044440.3C,cyan
BraA06g044450.3C,none
BraA06g044460.3C,none
BraA06g044480.3C,none
BraA06g044490.3C,grey
BraA06g044510.3C,none
BraA06g044520.3C,none
BraA06g044590.3C,pink
BraA06g044600.3C,grey60
BraA06g044630.3C,grey
BraA06g044640.3C,turquoise
BraA06g044650.3C,brown
BraA06g044720.3C,pink
BraA06g044730.3C,pink
BraA06g044740.3C,none
BraA06g044750.3C,blue
BraA06g044760.3C,none
BraA06g044770.3C,none
BraA06g044790.3C,red
BraA06g044810.3C,lightgreen
BraA06g044820.3C,greenyellow
BraA06g044830.3C,yellow
BraA06g044840.3C,none
BraA06g044850.3C,none
BraA06g044860.3C,turquoise
BraA06g044870.3C,turquoise
BraA06g044890.3C,none
BraA06g044900.3C,blue
BraA06g044910.3C,none
BraA06g044920.3C,none
BraA06g044930.3C,none
BraA06g044940.3C,none
BraA06g044950.3C,grey
BraA06g044960.3C,none
BraA06g044970.3C,none
BraA06g044990.3C,grey
BraA07g000030.3C,none
BraA07g000060.3C,turquoise
BraA07g000110.3C,turquoise
BraA07g000120.3C,none
BraA07g000140.3C,lightyellow
BraA07g000150.3C,none
BraA07g000160.3C,lightyellow
BraA07g000200.3C,none
BraA07g000220.3C,none
BraA07g000240.3C,none
BraA07g000280.3C,none
BraA07g000290.3C,none
BraA07g000300.3C,none
BraA07g000310.3C,none
BraA07g000330.3C,lightgreen
BraA07g000340.3C,lightgreen
BraA07g000360.3C,none
BraA07g000420.3C,none
BraA07g000430.3C,none
BraA07g000450.3C,magenta
BraA07g000460.3C,none
BraA07g000470.3C,none
BraA07g000480.3C,cyan
BraA07g000500.3C,none
BraA07g000510.3C,none
BraA07g000520.3C,none
BraA07g000530.3C,none
BraA07g000550.3C,none
BraA07g000560.3C,blue
BraA07g000640.3C,grey
BraA07g000650.3C,grey
BraA07g000700.3C,none
BraA07g000730.3C,none
BraA07g000760.3C,none
BraA07g000780.3C,none
BraA07g000800.3C,none
BraA07g000810.3C,none
BraA07g000820.3C,none
BraA07g000890.3C,green
BraA07g000900.3C,salmon
BraA07g000930.3C,royalblue
BraA07g000940.3C,none
BraA07g000950.3C,none
BraA07g000960.3C,none
BraA07g001000.3C,red
BraA07g001030.3C,red
BraA07g001040.3C,none
BraA07g001060.3C,none
BraA07g001090.3C,brown
BraA07g001120.3C,none
BraA07g001130.3C,none
BraA07g001140.3C,none
BraA07g001160.3C,none
BraA07g001170.3C,none
BraA07g001260.3C,none
BraA07g001280.3C,none
BraA07g001300.3C,none
BraA07g001310.3C,none
BraA07g001340.3C,none
BraA07g001370.3C,green
BraA07g001380.3C,none
BraA07g001410.3C,turquoise
BraA07g001420.3C,blue
BraA07g001430.3C,grey
BraA07g001440.3C,none
BraA07g001450.3C,none
BraA07g001490.3C,midnightblue
BraA07g001540.3C,none
BraA07g001550.3C,yellow
BraA07g001560.3C,magenta
BraA07g001580.3C,none
BraA07g001590.3C,grey
BraA07g001660.3C,lightgreen
BraA07g001700.3C,none
BraA07g001730.3C,blue
BraA07g001740.3C,none
BraA07g001780.3C,none
BraA07g001810.3C,cyan
BraA07g001820.3C,brown
BraA07g001840.3C,none
BraA07g001850.3C,none
BraA07g001860.3C,blue
BraA07g001870.3C,blue
BraA07g001900.3C,none
BraA07g001940.3C,none
BraA07g001960.3C,turquoise
BraA07g001970.3C,none
BraA07g001980.3C,none
BraA07g001990.3C,none
BraA07g002000.3C,red
BraA07g002010.3C,black
BraA07g002070.3C,grey
BraA07g002100.3C,none
BraA07g002120.3C,brown
BraA07g002180.3C,brown
BraA07g002200.3C,none
BraA07g002350.3C,none
BraA07g002360.3C,turquoise
BraA07g002370.3C,none
BraA07g002430.3C,darkred
BraA07g002450.3C,none
BraA07g002470.3C,none
BraA07g002490.3C,grey
BraA07g002540.3C,salmon
BraA07g002550.3C,none
BraA07g002560.3C,green
BraA07g002590.3C,black
BraA07g002600.3C,brown
BraA07g002650.3C,grey
BraA07g002660.3C,none
BraA07g002670.3C,none
BraA07g002690.3C,none
BraA07g002730.3C,none
BraA07g002740.3C,none
BraA07g002920.3C,red
BraA07g002930.3C,none
BraA07g002950.3C,tan
BraA07g002980.3C,none
BraA07g003020.3C,none
BraA07g003030.3C,green
BraA07g003040.3C,none
BraA07g003080.3C,cyan
BraA07g003100.3C,none
BraA07g003120.3C,none
BraA07g003130.3C,none
BraA07g003140.3C,tan
BraA07g003190.3C,none
BraA07g003200.3C,green
BraA07g003270.3C,none
BraA07g003280.3C,purple
BraA07g003290.3C,red
BraA07g003410.3C,red
BraA07g003420.3C,none
BraA07g003430.3C,none
BraA07g003440.3C,turquoise
BraA07g003450.3C,none
BraA07g003460.3C,turquoise
BraA07g003540.3C,blue
BraA07g003590.3C,blue
BraA07g003600.3C,none
BraA07g003610.3C,none
BraA07g003630.3C,none
BraA07g003640.3C,salmon
BraA07g003650.3C,yellow
BraA07g003660.3C,none
BraA07g003670.3C,turquoise
BraA07g003690.3C,none
BraA07g003750.3C,tan
BraA07g003770.3C,magenta
BraA07g003780.3C,none
BraA07g003790.3C,none
BraA07g003840.3C,yellow
BraA07g003870.3C,greenyellow
BraA07g003900.3C,none
BraA07g003930.3C,none
BraA07g003940.3C,yellow
BraA07g003950.3C,none
BraA07g003960.3C,none
BraA07g004010.3C,midnightblue
BraA07g004130.3C,none
BraA07g004140.3C,none
BraA07g004150.3C,grey
BraA07g004210.3C,none
BraA07g004220.3C,blue
BraA07g004250.3C,royalblue
BraA07g004270.3C,none
BraA07g004280.3C,none
BraA07g004300.3C,none
BraA07g004330.3C,none
BraA07g004340.3C,none
BraA07g004350.3C,none
BraA07g004380.3C,grey
BraA07g004440.3C,turquoise
BraA07g004460.3C,none
BraA07g004470.3C,salmon
BraA07g004500.3C,none
BraA07g004510.3C,none
BraA07g004530.3C,green
BraA07g004540.3C,none
BraA07g004550.3C,none
BraA07g004560.3C,blue
BraA07g004570.3C,none
BraA07g004600.3C,none
BraA07g004810.3C,tan
BraA07g004820.3C,grey
BraA07g004830.3C,blue
BraA07g004880.3C,none
BraA07g004890.3C,green
BraA07g004910.3C,none
BraA07g004960.3C,none
BraA07g005000.3C,none
BraA07g005060.3C,grey
BraA07g005100.3C,none
BraA07g005160.3C,turquoise
BraA07g005180.3C,none
BraA07g005190.3C,black
BraA07g005220.3C,none
BraA07g005240.3C,none
BraA07g005330.3C,purple
BraA07g005350.3C,grey
BraA07g005360.3C,none
BraA07g005400.3C,greenyellow
BraA07g005420.3C,none
BraA07g005430.3C,none
BraA07g005440.3C,turquoise
BraA07g005460.3C,blue
BraA07g005470.3C,none
BraA07g005480.3C,midnightblue
BraA07g005490.3C,none
BraA07g005520.3C,purple
BraA07g005530.3C,salmon
BraA07g005550.3C,magenta
BraA07g005560.3C,none
BraA07g005660.3C,none
BraA07g005720.3C,none
BraA07g005820.3C,none
BraA07g006020.3C,lightcyan
BraA07g006030.3C,none
BraA07g006070.3C,none
BraA07g006160.3C,grey
BraA07g006210.3C,green
BraA07g006630.3C,none
BraA07g006810.3C,yellow
BraA07g006860.3C,none
BraA07g006870.3C,none
BraA07g006940.3C,tan
BraA07g006950.3C,none
BraA07g007010.3C,black
BraA07g007020.3C,none
BraA07g007040.3C,none
BraA07g007050.3C,none
BraA07g007110.3C,none
BraA07g007140.3C,none
BraA07g007300.3C,none
BraA07g007330.3C,grey
BraA07g007350.3C,lightcyan
BraA07g007380.3C,pink
BraA07g007390.3C,purple
BraA07g007400.3C,none
BraA07g007450.3C,blue
BraA07g007460.3C,none
BraA07g007470.3C,none
BraA07g007490.3C,none
BraA07g007500.3C,yellow
BraA07g007560.3C,none
BraA07g007580.3C,red
BraA07g007620.3C,blue
BraA07g007640.3C,blue
BraA07g007650.3C,magenta
BraA07g007670.3C,none
BraA07g007690.3C,magenta
BraA07g007700.3C,lightcyan
BraA07g007710.3C,none
BraA07g007720.3C,blue
BraA07g007750.3C,none
BraA07g007770.3C,none
BraA07g007800.3C,none
BraA07g007830.3C,none
BraA07g007890.3C,none
BraA07g007920.3C,none
BraA07g007940.3C,none
BraA07g007950.3C,none
BraA07g007960.3C,lightyellow
BraA07g007990.3C,grey
BraA07g008000.3C,none
BraA07g008010.3C,turquoise
BraA07g008060.3C,turquoise
BraA07g008080.3C,none
BraA07g008090.3C,none
BraA07g008100.3C,none
BraA07g008120.3C,none
BraA07g008140.3C,none
BraA07g008150.3C,none
BraA07g008160.3C,none
BraA07g008300.3C,turquoise
BraA07g008310.3C,none
BraA07g008320.3C,none
BraA07g008330.3C,turquoise
BraA07g008340.3C,turquoise
BraA07g008380.3C,none
BraA07g008450.3C,grey
BraA07g008470.3C,grey
BraA07g008480.3C,blue
BraA07g008510.3C,yellow
BraA07g008530.3C,none
BraA07g008540.3C,none
BraA07g008560.3C,darkgreen
BraA07g008580.3C,grey60
BraA07g008590.3C,none
BraA07g008650.3C,tan
BraA07g008680.3C,none
BraA07g008690.3C,turquoise
BraA07g008710.3C,none
BraA07g008720.3C,yellow
BraA07g008740.3C,none
BraA07g008760.3C,darkgrey
BraA07g008780.3C,none
BraA07g008810.3C,none
BraA07g008820.3C,none
BraA07g008830.3C,none
BraA07g008850.3C,grey
BraA07g008870.3C,none
BraA07g008890.3C,brown
BraA07g008910.3C,green
BraA07g008920.3C,turquoise
BraA07g008930.3C,turquoise
BraA07g008940.3C,grey
BraA07g008950.3C,none
BraA07g008960.3C,none
BraA07g008970.3C,none
BraA07g009000.3C,none
BraA07g009010.3C,none
BraA07g009020.3C,turquoise
BraA07g009030.3C,none
BraA07g009050.3C,none
BraA07g009060.3C,none
BraA07g009080.3C,grey
BraA07g009090.3C,grey60
BraA07g009120.3C,none
BraA07g009180.3C,red
BraA07g009220.3C,none
BraA07g009240.3C,none
BraA07g009280.3C,none
BraA07g009290.3C,none
BraA07g009310.3C,green
BraA07g009350.3C,turquoise
BraA07g009360.3C,none
BraA07g009370.3C,turquoise
BraA07g009380.3C,red
BraA07g009390.3C,none
BraA07g009400.3C,blue
BraA07g009420.3C,none
BraA07g009470.3C,none
BraA07g009490.3C,none
BraA07g009500.3C,none
BraA07g009510.3C,none
BraA07g009520.3C,yellow
BraA07g009530.3C,none
BraA07g009540.3C,none
BraA07g009550.3C,black
BraA07g009570.3C,none
BraA07g009600.3C,none
BraA07g009640.3C,none
BraA07g009650.3C,none
BraA07g009670.3C,none
BraA07g009680.3C,salmon
BraA07g009690.3C,pink
BraA07g009700.3C,none
BraA07g009720.3C,none
BraA07g009790.3C,none
BraA07g009820.3C,brown
BraA07g009830.3C,none
BraA07g009970.3C,none
BraA07g010020.3C,turquoise
BraA07g010050.3C,none
BraA07g010080.3C,none
BraA07g010090.3C,grey
BraA07g010100.3C,none
BraA07g010160.3C,grey
BraA07g010210.3C,grey
BraA07g010220.3C,none
BraA07g010270.3C,grey
BraA07g010280.3C,grey
BraA07g010310.3C,grey
BraA07g010340.3C,purple
BraA07g010350.3C,blue
BraA07g010360.3C,turquoise
BraA07g010380.3C,turquoise
BraA07g010420.3C,none
BraA07g010430.3C,turquoise
BraA07g010450.3C,none
BraA07g010470.3C,grey
BraA07g010510.3C,lightcyan
BraA07g010520.3C,none
BraA07g010540.3C,none
BraA07g010550.3C,none
BraA07g010610.3C,none
BraA07g010680.3C,none
BraA07g010710.3C,lightcyan
BraA07g010730.3C,grey
BraA07g010750.3C,lightcyan
BraA07g010760.3C,none
BraA07g010800.3C,none
BraA07g011080.3C,none
BraA07g011130.3C,grey
BraA07g011150.3C,purple
BraA07g011160.3C,grey
BraA07g011180.3C,none
BraA07g011190.3C,none
BraA07g011200.3C,lightcyan
BraA07g011220.3C,none
BraA07g011230.3C,blue
BraA07g011240.3C,none
BraA07g011310.3C,magenta
BraA07g011320.3C,none
BraA07g011330.3C,turquoise
BraA07g011350.3C,darkturquoise
BraA07g011400.3C,blue
BraA07g011430.3C,purple
BraA07g011440.3C,purple
BraA07g011450.3C,grey
BraA07g011460.3C,grey
BraA07g011470.3C,brown
BraA07g011490.3C,red
BraA07g011520.3C,none
BraA07g011530.3C,brown
BraA07g011560.3C,magenta
BraA07g011570.3C,none
BraA07g011580.3C,blue
BraA07g011600.3C,blue
BraA07g011610.3C,none
BraA07g011650.3C,greenyellow
BraA07g011700.3C,none
BraA07g011760.3C,none
BraA07g011770.3C,none
BraA07g011790.3C,none
BraA07g011840.3C,none
BraA07g011870.3C,cyan
BraA07g011890.3C,green
BraA07g011900.3C,none
BraA07g011910.3C,salmon
BraA07g011920.3C,none
BraA07g011930.3C,none
BraA07g011980.3C,blue
BraA07g011990.3C,purple
BraA07g012000.3C,grey
BraA07g012020.3C,grey60
BraA07g012060.3C,none
BraA07g012070.3C,none
BraA07g012100.3C,darkred
BraA07g012190.3C,none
BraA07g012200.3C,none
BraA07g012210.3C,none
BraA07g012220.3C,grey
BraA07g012240.3C,brown
BraA07g012250.3C,turquoise
BraA07g012260.3C,grey
BraA07g012270.3C,none
BraA07g012280.3C,none
BraA07g012290.3C,greenyellow
BraA07g012320.3C,none
BraA07g012330.3C,blue
BraA07g012340.3C,black
BraA07g012360.3C,blue
BraA07g012370.3C,grey
BraA07g012390.3C,none
BraA07g012460.3C,none
BraA07g012470.3C,blue
BraA07g012480.3C,none
BraA07g012600.3C,purple
BraA07g012610.3C,grey
BraA07g012620.3C,none
BraA07g012640.3C,midnightblue
BraA07g012700.3C,none
BraA07g012760.3C,none
BraA07g012770.3C,red
BraA07g012790.3C,none
BraA07g012800.3C,yellow
BraA07g012830.3C,none
BraA07g012840.3C,none
BraA07g012850.3C,red
BraA07g012860.3C,none
BraA07g012870.3C,none
BraA07g012880.3C,none
BraA07g012890.3C,blue
BraA07g012990.3C,none
BraA07g013000.3C,none
BraA07g013040.3C,grey
BraA07g013060.3C,darkgreen
BraA07g013070.3C,grey
BraA07g013130.3C,none
BraA07g013150.3C,none
BraA07g013160.3C,none
BraA07g013170.3C,none
BraA07g013200.3C,turquoise
BraA07g013210.3C,none
BraA07g013220.3C,grey
BraA07g013230.3C,none
BraA07g013350.3C,none
BraA07g013430.3C,blue
BraA07g013450.3C,blue
BraA07g013470.3C,turquoise
BraA07g013480.3C,none
BraA07g013490.3C,grey
BraA07g013530.3C,none
BraA07g013540.3C,none
BraA07g013570.3C,grey
BraA07g013620.3C,red
BraA07g013760.3C,blue
BraA07g013890.3C,none
BraA07g013940.3C,turquoise
BraA07g013970.3C,none
BraA07g013980.3C,turquoise
BraA07g014000.3C,lightgreen
BraA07g014010.3C,cyan
BraA07g014110.3C,turquoise
BraA07g014130.3C,blue
BraA07g014150.3C,none
BraA07g014160.3C,darkred
BraA07g014190.3C,none
BraA07g014220.3C,none
BraA07g014230.3C,blue
BraA07g014250.3C,none
BraA07g014260.3C,lightgreen
BraA07g014270.3C,black
BraA07g014280.3C,none
BraA07g014310.3C,red
BraA07g014340.3C,brown
BraA07g014360.3C,none
BraA07g014390.3C,turquoise
BraA07g014410.3C,darkgrey
BraA07g014430.3C,none
BraA07g014440.3C,turquoise
BraA07g014460.3C,none
BraA07g014500.3C,magenta
BraA07g014520.3C,green
BraA07g014540.3C,none
BraA07g014550.3C,red
BraA07g014560.3C,none
BraA07g014650.3C,grey
BraA07g014660.3C,none
BraA07g014680.3C,none
BraA07g014740.3C,turquoise
BraA07g014760.3C,none
BraA07g014770.3C,none
BraA07g014780.3C,greenyellow
BraA07g014790.3C,turquoise
BraA07g014850.3C,turquoise
BraA07g014870.3C,none
BraA07g014890.3C,magenta
BraA07g014900.3C,blue
BraA07g014970.3C,none
BraA07g015010.3C,purple
BraA07g015020.3C,brown
BraA07g015060.3C,none
BraA07g015080.3C,none
BraA07g015100.3C,none
BraA07g015110.3C,cyan
BraA07g015120.3C,none
BraA07g015190.3C,purple
BraA07g015200.3C,none
BraA07g015210.3C,black
BraA07g015260.3C,none
BraA07g015270.3C,none
BraA07g015280.3C,greenyellow
BraA07g015310.3C,pink
BraA07g015340.3C,greenyellow
BraA07g015360.3C,grey
BraA07g015370.3C,pink
BraA07g015440.3C,none
BraA07g015450.3C,none
BraA07g015460.3C,none
BraA07g015490.3C,grey
BraA07g015520.3C,none
BraA07g015530.3C,pink
BraA07g015550.3C,none
BraA07g015560.3C,none
BraA07g015570.3C,none
BraA07g015590.3C,none
BraA07g015640.3C,tan
BraA07g015670.3C,red
BraA07g015680.3C,darkgrey
BraA07g015700.3C,none
BraA07g015710.3C,none
BraA07g015720.3C,blue
BraA07g015740.3C,royalblue
BraA07g015750.3C,grey
BraA07g015760.3C,none
BraA07g015820.3C,none
BraA07g015870.3C,none
BraA07g015910.3C,turquoise
BraA07g016000.3C,grey60
BraA07g016010.3C,magenta
BraA07g016020.3C,none
BraA07g016030.3C,none
BraA07g016060.3C,darkgreen
BraA07g016110.3C,turquoise
BraA07g016130.3C,turquoise
BraA07g016190.3C,none
BraA07g016200.3C,none
BraA07g016270.3C,blue
BraA07g016280.3C,none
BraA07g016330.3C,green
BraA07g016340.3C,darkgreen
BraA07g016350.3C,none
BraA07g016360.3C,blue
BraA07g016380.3C,black
BraA07g016400.3C,red
BraA07g016410.3C,black
BraA07g016420.3C,grey
BraA07g016440.3C,none
BraA07g016450.3C,pink
BraA07g016460.3C,grey
BraA07g016480.3C,none
BraA07g016510.3C,turquoise
BraA07g016540.3C,none
BraA07g016550.3C,none
BraA07g016570.3C,grey
BraA07g016620.3C,greenyellow
BraA07g016630.3C,grey60
BraA07g016650.3C,none
BraA07g016670.3C,turquoise
BraA07g016690.3C,none
BraA07g016710.3C,none
BraA07g016720.3C,turquoise
BraA07g016730.3C,none
BraA07g016740.3C,brown
BraA07g016750.3C,grey
BraA07g016760.3C,none
BraA07g016770.3C,brown
BraA07g016780.3C,none
BraA07g016790.3C,none
BraA07g016800.3C,turquoise
BraA07g016810.3C,none
BraA07g016840.3C,none
BraA07g016860.3C,turquoise
BraA07g016880.3C,tan
BraA07g016950.3C,pink
BraA07g017000.3C,none
BraA07g017010.3C,none
BraA07g017040.3C,purple
BraA07g017050.3C,grey
BraA07g017060.3C,none
BraA07g017070.3C,none
BraA07g017090.3C,none
BraA07g017130.3C,none
BraA07g017170.3C,none
BraA07g017190.3C,none
BraA07g017200.3C,none
BraA07g017210.3C,turquoise
BraA07g017230.3C,none
BraA07g017240.3C,brown
BraA07g017250.3C,brown
BraA07g017260.3C,none
BraA07g017270.3C,none
BraA07g017280.3C,brown
BraA07g017300.3C,red
BraA07g017310.3C,midnightblue
BraA07g017320.3C,none
BraA07g017340.3C,purple
BraA07g017350.3C,none
BraA07g017390.3C,none
BraA07g017430.3C,none
BraA07g017440.3C,none
BraA07g017490.3C,none
BraA07g017500.3C,midnightblue
BraA07g017510.3C,none
BraA07g017520.3C,tan
BraA07g017530.3C,darkgreen
BraA07g017580.3C,none
BraA07g017600.3C,midnightblue
BraA07g017610.3C,grey
BraA07g017650.3C,none
BraA07g017660.3C,magenta
BraA07g017670.3C,turquoise
BraA07g017690.3C,none
BraA07g017710.3C,cyan
BraA07g017720.3C,grey
BraA07g017740.3C,none
BraA07g017750.3C,none
BraA07g017760.3C,pink
BraA07g017790.3C,none
BraA07g017820.3C,none
BraA07g017850.3C,none
BraA07g017860.3C,none
BraA07g017870.3C,none
BraA07g017880.3C,black
BraA07g017890.3C,none
BraA07g017900.3C,grey
BraA07g017920.3C,none
BraA07g017930.3C,none
BraA07g017960.3C,none
BraA07g017970.3C,none
BraA07g017990.3C,none
